ROWID,Country,SourceYear,Harmonized System (HS) Code,Commodities,Import value of each commodity,Percentage share of each commodity ( % ),YearCode,Year
2148,India,2004-05,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",4336697.57,8.655,2004,"Financial Year (Apr - Mar), 2004"
2149,India,2008-09,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",12115423.59,8.8148,2008,"Financial Year (Apr - Mar), 2008"
2150,India,2003-04,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",3185745.86,8.8713,2003,"Financial Year (Apr - Mar), 2003"
2151,India,2019-20,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",30706725.21,9.1363,2019,"Financial Year (Apr - Mar), 2019"
2152,India,2005-06,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",6160677.64,9.3286,2005,"Financial Year (Apr - Mar), 2005"
2153,India,2020-21,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",27402459.03,9.3974,2020,"Financial Year (Apr - Mar), 2020"
2154,India,1998-99,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",1676302.89,9.3999,1998,"Financial Year (Apr - Mar), 1998"
2155,India,2006-07,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",8422825.23,10.0211,2006,"Financial Year (Apr - Mar), 2006"
2156,India,2007-08,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",10180867.34,10.057,2007,"Financial Year (Apr - Mar), 2007"
2157,India,1997-98,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",1666436.17,10.8086,1997,"Financial Year (Apr - Mar), 1997"
2158,India,1996-97,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",1512998.5,10.8912,1996,"Financial Year (Apr - Mar), 1996"
2159,India,1996-97,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",566025.28,4.0745,1996,"Financial Year (Apr - Mar), 1996"
2160,India,1999-00,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",992291.9,4.604,1999,"Financial Year (Apr - Mar), 1999"
2161,India,1998-99,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",831584.47,4.6631,1998,"Financial Year (Apr - Mar), 1998"
2162,India,1997-98,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",740416.94,4.8024,1997,"Financial Year (Apr - Mar), 1997"
2163,India,2000-01,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",1223258.4,5.2984,2000,"Financial Year (Apr - Mar), 2000"
2164,India,2012-13,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",16226698.04,6.0793,2012,"Financial Year (Apr - Mar), 2012"
2165,India,2001-02,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",1517469.88,6.1887,2001,"Financial Year (Apr - Mar), 2001"
2166,India,2013-14,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",17646098.09,6.4984,2013,"Financial Year (Apr - Mar), 2013"
2167,India,2011-12,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",15733752.66,6.7082,2011,"Financial Year (Apr - Mar), 2011"
2168,India,2010-11,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",12385924.69,7.3574,2010,"Financial Year (Apr - Mar), 2010"
2169,India,2014-15,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",20276399.08,7.408,2014,"Financial Year (Apr - Mar), 2014"
2170,India,2009-10,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",10476582.61,7.6823,2009,"Financial Year (Apr - Mar), 2009"
2171,India,2006-07,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",6592491.37,7.8435,2006,"Financial Year (Apr - Mar), 2006"
2172,India,2005-06,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",5268039.75,7.9769,2005,"Financial Year (Apr - Mar), 2005"
2173,India,2007-08,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",8081248.76,7.983,2007,"Financial Year (Apr - Mar), 2007"
2174,India,2004-05,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",4019330.79,8.0216,2004,"Financial Year (Apr - Mar), 2004"
2175,India,2002-03,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",2452306.37,8.2512,2002,"Financial Year (Apr - Mar), 2002"
2176,India,2008-09,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",11506217.85,8.3716,2008,"Financial Year (Apr - Mar), 2008"
2177,India,2003-04,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",3016567.62,8.4002,2003,"Financial Year (Apr - Mar), 2003"
2178,India,2015-16,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",23558683.05,9.4602,2015,"Financial Year (Apr - Mar), 2015"
2179,India,2016-17,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",25869704.42,10.0361,2016,"Financial Year (Apr - Mar), 2016"
2180,India,2018-19,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",36415185.45,10.1303,2018,"Financial Year (Apr - Mar), 2018"
2181,India,2021-22,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",46631592.81,10.1977,2021,"Financial Year (Apr - Mar), 2021"
2182,India,2019-20,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",34809108.2,10.3569,2019,"Financial Year (Apr - Mar), 2019"
2183,India,2017-18,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",31110255.51,10.3665,2017,"Financial Year (Apr - Mar), 2017"
2184,India,2020-21,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS",34511754.93,11.8355,2020,"Financial Year (Apr - Mar), 2020"
2185,India,2001-02,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",8048.14,0.0328,2001,"Financial Year (Apr - Mar), 2001"
2186,India,2002-03,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",13473.21,0.0453,2002,"Financial Year (Apr - Mar), 2002"
2187,India,2013-14,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",165520.98,0.061,2013,"Financial Year (Apr - Mar), 2013"
2188,India,2011-12,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",148168.22,0.0632,2011,"Financial Year (Apr - Mar), 2011"
2223,India,2012-13,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",2684775.51,1.0058,2012,"Financial Year (Apr - Mar), 2012"
2189,India,1997-98,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",10161.43,0.0659,1997,"Financial Year (Apr - Mar), 1997"
2190,India,2007-08,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",67554.84,0.0667,2007,"Financial Year (Apr - Mar), 2007"
2191,India,1999-00,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",15319.34,0.0711,1999,"Financial Year (Apr - Mar), 1999"
2192,India,2006-07,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",60812.95,0.0724,2006,"Financial Year (Apr - Mar), 2006"
2193,India,2000-01,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",17597.57,0.0762,2000,"Financial Year (Apr - Mar), 2000"
2194,India,2012-13,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",206389.63,0.0773,2012,"Financial Year (Apr - Mar), 2012"
2195,India,2010-11,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",130321.68,0.0774,2010,"Financial Year (Apr - Mar), 2010"
2196,India,2021-22,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",381149.16,0.0834,2021,"Financial Year (Apr - Mar), 2021"
2197,India,2014-15,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",243421.22,0.0889,2014,"Financial Year (Apr - Mar), 2014"
2198,India,2017-18,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",273782.76,0.0912,2017,"Financial Year (Apr - Mar), 2017"
2199,India,2005-06,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",60408.22,0.0915,2005,"Financial Year (Apr - Mar), 2005"
2200,India,2016-17,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",245823.84,0.0954,2016,"Financial Year (Apr - Mar), 2016"
2201,India,2008-09,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",135894.69,0.0989,2008,"Financial Year (Apr - Mar), 2008"
2202,India,2019-20,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",347014.26,0.1032,2019,"Financial Year (Apr - Mar), 2019"
2203,India,2004-05,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",55641.01,0.111,2004,"Financial Year (Apr - Mar), 2004"
2204,India,2015-16,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",326854.57,0.1313,2015,"Financial Year (Apr - Mar), 2015"
2205,India,2020-21,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",383604.8,0.1316,2020,"Financial Year (Apr - Mar), 2020"
2206,India,2018-19,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",492151.56,0.1369,2018,"Financial Year (Apr - Mar), 2018"
2207,India,2003-04,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",51100.34,0.1423,2003,"Financial Year (Apr - Mar), 2003"
2208,India,2009-10,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",222629.25,0.1632,2009,"Financial Year (Apr - Mar), 2009"
2240,India,2000-01,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",117834.79,0.5104,2000,"Financial Year (Apr - Mar), 2000"
2209,India,1998-99,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",40125.86,0.225,1998,"Financial Year (Apr - Mar), 1998"
2210,India,1996-97,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",47831.55,0.3443,1996,"Financial Year (Apr - Mar), 1996"
2211,India,2002-03,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",164656.97,0.554,2002,"Financial Year (Apr - Mar), 2002"
2212,India,2001-02,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",145538.98,0.5936,2001,"Financial Year (Apr - Mar), 2001"
2213,India,2000-01,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",147541.71,0.6391,2000,"Financial Year (Apr - Mar), 2000"
2214,India,2005-06,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",452333.95,0.6849,2005,"Financial Year (Apr - Mar), 2005"
2215,India,1998-99,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",125362.69,0.703,1998,"Financial Year (Apr - Mar), 1998"
2216,India,2003-04,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",259451.4,0.7225,2003,"Financial Year (Apr - Mar), 2003"
2217,India,2006-07,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",615494.11,0.7323,2006,"Financial Year (Apr - Mar), 2006"
2218,India,2004-05,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",379441.23,0.7573,2004,"Financial Year (Apr - Mar), 2004"
2219,India,1999-00,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",191039.7,0.8864,1999,"Financial Year (Apr - Mar), 1999"
2220,India,2007-08,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",940142.57,0.9287,2007,"Financial Year (Apr - Mar), 2007"
2221,India,2008-09,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",1369520.83,0.9964,2008,"Financial Year (Apr - Mar), 2008"
2222,India,2013-14,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",2708044.43,0.9973,2013,"Financial Year (Apr - Mar), 2013"
2224,India,1997-98,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",155585.45,1.0091,1997,"Financial Year (Apr - Mar), 1997"
2225,India,2021-22,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",4728291.8,1.034,2021,"Financial Year (Apr - Mar), 2021"
2226,India,2011-12,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",2473505.89,1.0546,2011,"Financial Year (Apr - Mar), 2011"
2227,India,2009-10,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",1464334.45,1.0738,2009,"Financial Year (Apr - Mar), 2009"
2228,India,2014-15,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",2972245.62,1.0859,2014,"Financial Year (Apr - Mar), 2014"
2229,India,2019-20,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",3712773.31,1.1047,2019,"Financial Year (Apr - Mar), 2019"
2230,India,2010-11,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",1902977.46,1.1304,2010,"Financial Year (Apr - Mar), 2010"
2231,India,2020-21,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",3415550.3,1.1713,2020,"Financial Year (Apr - Mar), 2020"
2232,India,2018-19,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",4303249.89,1.1971,2018,"Financial Year (Apr - Mar), 2018"
2233,India,2016-17,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",3165315.04,1.228,2016,"Financial Year (Apr - Mar), 2016"
2234,India,2017-18,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",3767386.55,1.2554,2017,"Financial Year (Apr - Mar), 2017"
2235,India,2015-16,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",3264217.64,1.3108,2015,"Financial Year (Apr - Mar), 2015"
2236,India,1996-97,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",205695.98,1.4807,1996,"Financial Year (Apr - Mar), 1996"
2237,India,1999-00,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",40603.17,0.1884,1999,"Financial Year (Apr - Mar), 1999"
2238,India,1998-99,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",79264.07,0.4445,1998,"Financial Year (Apr - Mar), 1998"
2239,India,2001-02,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",123121.08,0.5021,2001,"Financial Year (Apr - Mar), 2001"
2241,India,2021-22,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",3723540.64,0.8143,2021,"Financial Year (Apr - Mar), 2021"
2242,India,2011-12,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",1981109.83,0.8447,2011,"Financial Year (Apr - Mar), 2011"
2243,India,1997-98,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",132589.24,0.86,1997,"Financial Year (Apr - Mar), 1997"
2244,India,2010-11,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",1567563.41,0.9312,2010,"Financial Year (Apr - Mar), 2010"
2245,India,2013-14,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",2603373.83,0.9587,2013,"Financial Year (Apr - Mar), 2013"
2246,India,2012-13,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",2569141.14,0.9625,2012,"Financial Year (Apr - Mar), 2012"
2247,India,2014-15,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",2879290.84,1.052,2014,"Financial Year (Apr - Mar), 2014"
2248,India,1996-97,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",178390.18,1.2841,1996,"Financial Year (Apr - Mar), 1996"
2249,India,2015-16,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",3257767.09,1.3082,2015,"Financial Year (Apr - Mar), 2015"
2250,India,2004-05,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",715392.59,1.4277,2004,"Financial Year (Apr - Mar), 2004"
2251,India,2020-21,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",4266681.11,1.4632,2020,"Financial Year (Apr - Mar), 2020"
2252,India,2018-19,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",5353100.16,1.4892,2018,"Financial Year (Apr - Mar), 2018"
2253,India,2003-04,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",537148.74,1.4958,2003,"Financial Year (Apr - Mar), 2003"
2254,India,2002-03,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",471230.34,1.5855,2002,"Financial Year (Apr - Mar), 2002"
2255,India,2017-18,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",4948119.31,1.6488,2017,"Financial Year (Apr - Mar), 2017"
2256,India,2009-10,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",2352086.81,1.7247,2009,"Financial Year (Apr - Mar), 2009"
2257,India,2008-09,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",2462539.48,1.7917,2008,"Financial Year (Apr - Mar), 2008"
2258,India,2019-20,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",7057512.55,2.0999,2019,"Financial Year (Apr - Mar), 2019"
2259,India,2016-17,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",5621064.22,2.1807,2016,"Financial Year (Apr - Mar), 2016"
2260,India,2006-07,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",2381898.96,2.8339,2006,"Financial Year (Apr - Mar), 2006"
2261,India,2005-06,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",2204559.52,3.3382,2005,"Financial Year (Apr - Mar), 2005"
2262,India,2007-08,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",5356996.91,5.2918,2007,"Financial Year (Apr - Mar), 2007"
2263,India,1998-99,89,"SHIPS, BOATS AND FLOATING STRUCTURES",92167.98,0.5168,1998,"Financial Year (Apr - Mar), 1998"
2264,India,1997-98,89,"SHIPS, BOATS AND FLOATING STRUCTURES",93003.96,0.6032,1997,"Financial Year (Apr - Mar), 1997"
2265,India,2000-01,89,"SHIPS, BOATS AND FLOATING STRUCTURES",153152.49,0.6634,2000,"Financial Year (Apr - Mar), 2000"
2266,India,1996-97,89,"SHIPS, BOATS AND FLOATING STRUCTURES",95628.02,0.6884,1996,"Financial Year (Apr - Mar), 1996"
2267,India,2021-22,89,"SHIPS, BOATS AND FLOATING STRUCTURES",3157128.88,0.6904,2021,"Financial Year (Apr - Mar), 2021"
2268,India,2002-03,89,"SHIPS, BOATS AND FLOATING STRUCTURES",269484.91,0.9067,2002,"Financial Year (Apr - Mar), 2002"
2269,India,2011-12,89,"SHIPS, BOATS AND FLOATING STRUCTURES",2157388.02,0.9198,2011,"Financial Year (Apr - Mar), 2011"
